										Geophysical Parameters	Crater Information	
Location												
Name	Date (GMT)	Time (GMT)*	Yield (kt)	Depth of Burial (m)	Latitude	Longitude	Surface Elevation (m)	Medium†	Water Level Depth (m)	Water Content (wt. %)	Density (g/cm3)	Gas Porosity (vol. %)	Velocity (m/sec)	Diameter (m)	Depth (m)	Volume (m3)	Collapse Time (h:m:s)	Test Area/Remarks‡

BAKER-CROSSROADS	07/24/46	21:35:00.00	21	27	11.620	165.490		W										Bikini Atoll, Marshall Is., South Pacific
UNDE	11/29/51	20:00:00.00	1.2	5	37.168	-116.043	1,283	A						76	16	27,500		Yucca
ESS	03/23/55	20:30:00.00	1	19	37.170	-116.045	1,280	A						87	27	76,400		Yucca
WIGWAM	05/14/55	20:00:00.00	30	610	28.733	-126.268		W										Pacific Ocean
PASCAL A	07/26/57	08:00:00.00	Slight§	152	37.052	-116.034	1,202	A										Yucca
SATUM	08/10/57	00:59:55.10	0	39	37.194	-116.034		T										Tunnel, Rainier Mesa
PASCAL B	08/27/57	22:35:00.00	slight§	152	37.049	-116.035	1,201	A										Yucca
RAINIER	09/19/57	16:59:59.45	1.7	274	37.196	-116.204		T	930	15		2	2,515					Tunnel, Rainier Mesa
PASCAL C	12/06/57	22:15:00.00	slight§	76	37.050	-116.032	1,202	A										Yucca
VENUS	02/22/58	01:00:00.00	slight§	30	37.113	-116.115		T										Tunnel, Rainier Mesa
URANUS	03/14/58	22:00:00.00	slight§	35	37.113	-116.115		T										Tunnel, Rainier Mesa
WAHOO	05/16/58	01:30:00.50	9	152	11.344	162.178		W										Enewetak Atoll, Marshall Is., South Pacific
UMBRELLA	06/08/58	23:15:00.00	8	45	11.380	162.218		W										Enewetak Atoll, Marshall Is., South Pacific
OTERO	09/12/58	20:00:00.00	0.038	146	37.050	-116.033	1,202	A										Yucca
BERNALILLO	09/17/58	19:30:00.00	0.015	139	37.050	-116.034	1,201	A										Yucca
LUNA	09/21/58	19:00:00.00	0.0015	148	37.049	-116.035	1,201	A										Yucca
MERCURY	09/23/58	22:00:00.00	slight§	56	37.113	-116.121	2,021	T										Tunnel, Rainier Mesa
VALENCIA	09/26/58	20:00:00.00	0.002	148	37.050	-116.031	1,201	A										Yucca
MARS	09/28/58	00:00:00.00	0.013	38	37.193	-116.201	2,021	T										Tunnel, Rainier Mesa
COLFAX	10/05/58	16:15:00.00	0.0055	152	37.049	-116.035	1,201	A										Yucca
TAMALPAIS	10/08/58	22:00:00.13	0.072	101	37.195	-116.201	2,000	T		7		2.14						Tunnel, Rainier Mesa
NEPTUNE	10/14/58	18:00:00.00	0.115	30	37.194	-116.201	2,045	T		25		1.95		61	11	14,900		Tunnel, Rainier Mesa
LOGAN	10/16/58	06:00:00.14	5	253	37.184	-116.202		T				2.1						Tunnel, Rainier Mesa
SAN JUAN	10/20/58	14:30:00.00	0	71	37.050	-116.033	1,201	A										Yucca
EVANS	10/29/58	00:00:00.15	0.055	256	37.195	-116.206	2,000	T		7		2.14	2,515					Tunnel, Rainier Mesa
BLANCA	10/30/58	15:00:00.15	22	301	37.186	-116.203	2,145	T		18		1.84	1,420				0:00:12	Tunnel, Rainier Mesa
ANTLER	09/15/61	17:00:00.12	2.6	402	37.188	-116.209	2,254	T	634	14-18								Tunnel, Rainier Mesa
SHREW	09/16/61	19:45:00.12	<20	98	37.048	-116.034	1,200	A	488									Yucca
BOOMER	10/01/61	21:30:00.12	<20	101	37.048	-116.035	1,200	A	494									Yucca
CHENA	10/10/61	18:00:00.13	<20	255	37.194	-116.208	2,250	T	390	14		1.94	2,566					Tunnel, Rainier Mesa
MINK	10/29/61	18:30:00.13	<20	192	37.049	-116.032	1,201	A	497	21				15	2		5y49d	Yucca
FISHER	12/03/61	23:04:59.63	13.4	364	37.046	-116.029	1,198	A	488					178	15	165,100	0:27:30	Yucca
GNOME	12/10/61	19:00:00.00	3	361	32.264	-103.866	1,013	Sa	158	<1								PLOWSHARE multipurpose expt near Carlsbad, NM; 18-24 by 50 m standing cavity; see note # & ∥
MAD	12/13/61	18:00:00.16	0.5	181	37.127	-116.050	1,254	A	552									Yucca
RINGTAIL	12/17/61	16:35:00.13	<20	363	37.043	-116.026	1,196	A	488					122	1	3,100	0:17:30	Yucca
FEATHER	12/22/61	16:30:00.13	0.15	247	37.195	-116.209	2,242	T	390	14	1.94		2,566					Tunnel, Rainier Mesa
STOAT	01/09/62	16:30:00.14	5.1	302	37.045	-116.036	1,198	A	488					116	2	6,900	0:26:24	Yucca
AGOUTI	01/18/62	18:00:00.13	6.4	261	37.047	-116.035	1,200	A	497					138	13	76,500	0:07:33	Yucca
DORMOUSE	01/30/62	18:00:00:13	<20	363	37.047	-116.040	1,200	A	488					174	4	28,289	0:28:18	Yucca
STILLWATER	02/08/62	18:00:00.16	3.07	181	37.127	-116.054	1,259	A	553					124	12	56,200	0:09:00	Yucca
ARMADILLO	02/09/62	16:30:00.13	7.1	240	37.044	-116.040	1,198	A	494					136	11	61,200	0:13:12	Yucca
HARD HAT	02/15/62	18:00:00.10	5.7	287	37.226	-116.060	1,532	QM	187	2-3		2.65					0:11:00	Climax Stock, N of Yucca subsurface collapse
CHINCHILLA I	02/19/62	16:30:00.13	1.9	150	37.049	-116.030	1,201	A	488					96	13	22,900	0:00:05	Yucca
CODSAW	02/19/62	17:50:00.16	<20	212	37.127	-116.038	1,258	T	556			1.85		90	3	7,300	0:00:11	Yucca
CIMARRON	02/23/62	18:00:00.16	11.9	305	37.129	-116.049	1,256	A	553					141	11	56,500	0:38:18	Yucca
PLATYPUS	02/24/62	16:30:00.13	<20	58	37.048	-116.033	1,200	A	488									Yucca
PAMPAS	03/01/62	19:10:00.09	9.5	363	37.041	-116.030	1,196	A	488					189	12	137,600	0:19:10	Yucca
DANNY BOY	03/05/62	18:15:00.12	0.43	34	37.111	-116.366	1,641	B	>230					81	26			Excavation, Buckboard Mesa
ERMINE	03/06/62	16:30:00.13	<20	73	37.048	-116.035	1,201	A	488									Yucca
BRAZOS	03/08/62	18:00:00.21	8.4	256	37.122	-116.050	1,254	A	552					107	9	33,000	0:37:54	Yucca
HOGNOSE	03/15/62	16:30:00.13	<20	240	37.044	-116.032	1,198	A	488					148	20	122,300	0:41:48	Yucca
HOOSIC	03/28/62	18:00:00.16	3.4	187	37.124	-116.035	1,264	T	562					91	8	20,300	0:41:08	Yucca
CHINCHILLA II	03/31/62	18:00:00.13	<20	137	37.047	-116.038	1,200	A	488					79	7	13,000	0:02:18	Yucca
DORMOUSE PRIME	04/05/62	18:00:00.13	10.6	261	37.044	-116.024	1,197	A	488					158	30	229,400	0:08:35	Yucca
PASSAIC	04/06/62	18:00:00.16	<20	233	37.118	-116.045	1,248	A	547					152	21	188,800	0:27:00	Yucca
HUDSON	04/12/62	18:00:00.16	<20	151	37.127	-116.046	1,253	A						6			about 6y	Yucca
PLATTE	04/14/62	18:00:00.13	1.85	191	37.222	-116.158	1,695	T		10-14		1.56	2,304					Tunnel, Rainier Mesa
DEAD	04/21/62	18:40:00.16	<20	193	37.119	-116.032	1,272	A	570					94	5	13,600	0:41:18	Yucca
BLACK	04/27/62	18:00:00.16	<20	218	37.118	-116.039	1,259	A	556		1.61			120	22	83,300	0:21:00	Yucca
PACA	05/07/62	19:33:00.14	<20	258	37.047	-116.026	1,199	A	468					138	19	84,100	0:15:36	Yucca
ARIKAREE	05/10/62	15:00:00.16	<20	166	37.128	-116.049	1,254	A	552					55	2	1,500	0:09:00	Yucca
SWORDFISH	05/11/62	20:02:12.00	<20	204	31.140	-124.130		W									0:00:00	Pacific
AARDVARK	05/12/62	19:00:00.10	40	434	37.065	-116.031	1,214	T	509	17	1.92		2,410	250	23	305,800	1:45:12	Yucca
EEL	05/19/62	15:00:00.16	4.5	218	37.123	-116.048	1,253	A	552					76	4	7,500	0:19:42	Yucca
WHITE	05/25/62	15:00:00.15	<20	193	37.125	-116.053	1,253	A	552					140	16	81,000	0:11:54	Yucca
RACCOON	06/01/62	17:00:00.14	<20	164	37.046	-116.035	1,199	A	488					91	8	12,200	0:03:03	Yucca
PACKRAT	06/06/62	17:00:00.12	<20	262	37.046	-116.040	1,199	A	488					162	14	74,200	0:07:04	Yucca
DES MOINES	06/13/62	21:00:00.12	2.9	201	37.222	-116.163	1,896	T		10	1.84		2,304					Tunnel, Rainier Mesa
DAMAN I	06/21/62	17:00:00.13	<20	260	37.043	-116.031	1,197	A	488					170	28	198,800	0:09:48	Yucca
HAYMAKER	06/27/62	18:00:00.12	67	408	37.042	-116.036	1,196	A	488					273	31	573,400	0:24:53	Yucca
MARSHMALLOW	06/28/62	17:00:00.11	<20	311	37.009	-116.202	2,241	T	792	11			2,305					Shoshone Min.
SACRAMENTO	06/30/62	21:30:00.16	<20	149	37.117	-116.048	1,246	A	546					110	21	66,500	0:05:42	Yucca
SEDAN	07/06/62	17:00:00.15	104	194	37.177	-116.046	1,289	A	576	9	1.91			390	98	4,969,600		PLOWSHARE excavation, Yucca
JOHNNIE BOY	07/11/62	16:45:00.09	0.5	1	37.122	-116.334	1,544	A										Buckboard Mesa
MERRIMAC	07/13/62	16:00:00.15	20-200	413	37.055	-116.034	1,205	A	500					207	15	171,300	1:56:00	Yucca
WICHITA	07/27/62	21:00:00.16	<20	150	37.130	-116.057	1,265	A	559					104	18	5,000	0:05:24	Yucca
YORK	08/24/62	15:00:00.15	<20	226	37.119	-116.040	1,256	A	553		1.54			152	24	172,800	0:05:30	Yucca
BOBAC	08/24/62	17:00:00.13	<20	206	37.046	-116.025	1,199	A	488					122	13	53,500	0:08:10	Yucca
RARITAN	09/06/62	17:00:00.20	<20	157	37.130	-116.046	1,254	A	552					68	7	9,100	0:02:00	Yucca
HYRAX	09/14/62	17:10:00.12	<20	217	37.044	-116.022	1,197	A	488					155	30	183,500	0:07:54	Yucca
PEBA	09/20/62	17:00:00.12	<20	241	37.055	-116.030	1,205	A	503					171	28	229,400	0:12:36	Yucca
ALLEGHENY	09/29/62	17:00:00.15	<20	211	37.117	-116.034	1,271	A	570	7.8				34	3	3,400	0:12:30	Yucca
MISSISSIPPI	10/05/62	17:00:00.16	115	494	37.139	-116.051	1,264	T	561					259	38	669,800	1:07:30	Yucca
ROANOKE	10/12/62	15:00:00.16	<20	155	37.049	-116.033	1,200	A	550					142	24	800	0:15:00	Yucca
WOLVERINE	10/12/62	17:00:00.12	<20	73	37.123	-116.052	1,252	A	494									Yucca
TIOGA	10/18/62	15:00:00.15	<20	59	37.129	-116.041	1,254	A	552									Yucca
BANDICOOT	10/19/62	18:00:00.08	12.5	241	37.039	-116.022	1,195	A	504					185	38	298,200	0:05:10	Yucca
SANTEE	10/27/62	15:00:00.15	<20	319	37.149	-116.054	1,270	A	564					122	6	29,800	0:35:00	Yucca
ST. LAWRENCE	11/09/62	18:00:00.16	<20	167	37.164	-116.074	1,309	A	600			2.07	1,887	183				Yucca
GUNDI	11/15/62	16:30:00.08	<20	241	37.042	-116.025	1,195	A	491					82	4	11,500	0:03:12	Yucca
ANACOSTIA	11/27/62	18:00:00.14	5.2	228	37.123	-116.030	1,274	T	572					140	19	95,600	0:23:30	Yucca, PLOWSHARE device development
TAUNTON	12/04/62	16:00:00.15	<20	227	37.128	-116.051	1,256	A	553					30	0		0:29:00	Yucca
TENDRAC	12/07/62	19:00:00.10	<20	303	37.052	-116.030	1,202	A	503					155	25	191,100	0:25:42	Yucca
MADISON	12/12/62	17:25:00.12	<20	402	37.172	-116.203	2,252	T		12	1.96		2,594					Tunnel, Rainier Mesa
NUMBAT	12/12/62	18:45:00.12	<20	232	37.046	-116.016	1,201	A	503					171	15	107,000	0:09:42	Yucca
MANALEE	12/14/62	18:00:00.16	<20	60	37.124	-116.041	1,254	A	552									Yucca
CASSELMAN	02/08/63	16:00:00.16	<20	303	37.126	-116.040	1,256	A	562					136	22	116,200	0:23:00	Yucca
HATCHIE	02/08/63	16:00:01.15	<20	61	37.058	-116.030	1,208	A	553									Yucca
FERREL	02/08/63	18:30:00.13	<20	326	37.149	-116.053	1,268	A	501									Yucca
ACUSHI	02/08/63	18:30:00.14	<20	261	37.046	-116.022	1,199	A	488					157	24	160,600	0:21:35	Yucca
CHIPMUNK	02/15/63	17:00:00.13	<20	59	37.049	-116.033	1,201	A	495									Yucca
KAWEAH	02/21/63	19:47:00.14	3	227	37.120	-116.047	1,249	A	549									Yucca, PLOWSHARE device development
CARMEL	02/21/63	19:47:08.63	<20	163	37.155	-116.081	1,311	A	604					45	12		5 yr 49 da	Yucca, sympathetic subsidence
JERBOA	03/01/63	19:00:00.12	<20	301	37.044	-116.027	1,197	A	492					169	32	246,200	0:35:18	Yucca
TOYAH	03/15/63	16:22:53.14	<20	131	37.126	-116.046	1,252	A	550					27	2	6,000	0:08:00	Yucca
GERBIL	03/29/63	15:49:00.12	<20	280	37.042	-116.019	1,196	A	488					168	15	130,700	0:08:52	Yucca
FERRET PRIME	04/05/63	17:52:00.13	<20	242	37.037	-116.025	1,193	A	488					144	35	160,600	0:13:28	Yucca
COYPU	04/10/63	16:01:30.12	<20	75	37.049	-116.031	1,201	A	495									Yucca
CUMBERLAND	04/11/63	16:03:00.16	<20	226	37.157	-116.072	1,299	A	591		2.13		2,072	140	19	77,200	0:22:00	Yucca
KOOTENAI	04/24/63	16:09:30.14	<20	182	37.121	-116.037	1,261	A	558		1.59			99	14	23,700	0:09:00	Yucca
PAISANO	04/24/63	16:09:30.14	<20	57	37.120	-116.037	1,261	A	559								0:09:00	Yucca
GUNDI PRIME	05/09/63	18:19:00.00	<20	272	37.049	-116.016	1,205	A	500					162	18	114,200	0:02:12	Yucca
HARKEE	05/17/63	14:55:00.00	<20	241	37.048	-116.033	1,200	A	495					116	8	28,100	0:12:42	Yucca
TEJON	05/17/63	14:55:00.00	<20	75	37.044	-116.017	1,199	A	494									Yucca
STONES	05/22/63	15:40:00.14	20-200	393	37.111	-116.040	1,257	T	555					260	27	561,900	1:13:12	Yucca
PLEASANT	05/29/63	15:03:30.16	<20	211	37.128	-116.043	1,253	A	549					49	2		0:09:30	Yucca
YUBA	06/05/63	17:00:00.12	3.1	243	37.197	-116.210	2,240	T		15								Tunnel, Rainier Mesa
HUTIA	06/06/63	14:00:00.13	<20	135	37.044	-116.037 1,198	A	503					91	7	9,500	0:12:36		Yucca
APSHAPA	06/06/63	16:58:00.15	<20	89	37.125	-116.041	1,254	A	552					5	12		3d1h36m	Yucca
MATACO	06/14/63	14:10:00.13	<20	196	37.046	-116.019	1,200	A	503					92	18	45,900	0:01:48	Yucca
KENNEBEC	06/25/63	23:00:00.15	<20	226	37.131	-116.069	1,276	A	572					110	12		0:10:00	Yucca
PEKAN	08/12/63	23:45:00.13	<20	302	37.042	-116.017	1,197	A	488					151	19	107,000	0:19:42	Yucca
SATSOP	08/15/63	13:00:00.15	<20	225	37.154	-116.077	1,306	A	594		2.1		1,999	91	12	30,600	0:16:00	Yucca
KOHOCTON	08/23/63	13:20:00.15	<20	255	37.125	-116.036		T	561		1.62							Yucca
NATCHES	08/23/63	13:30:00.14	<20	59	37.125	-116.036	1,261	A	550									Yucca
AHTANUM	09/13/63	13:53:00.15	<20	226	37.163	-116.082	1,320	A	613		2.07		1,999	40	15		2.5 yr	Yucca
BILBY	09/13/63	17:00:00.13	249	714	37.060	-116.023	1,215	T	488	17				488	27		0:32:00	Yucca
CARP	09/27/63	14:20:00.13	<20	330	37.037	-116.017	1,193	A										Yucca
NARRAGUAGUS 09/27/63	17:30:00.15	<20	150	37.155	-116.074	1,302	A				2.16			2,154				Yucca
GRUNION	10/11/63	14:00:00.11	<20	261	37.037	-116.022	1,193	A	488					146	30	152,900	0:08:24	Yucca
TOMILLO	10/11/63	21:00:00.16	0.38	149	37.119	-116.035	1,267	A	564					122	1		0:03:15	Yucca, PLOWSHARE device development
CLEARWATER	10/16/63	17:00:00.14	20-200	545	37.198	-116.230	2,233	T	646	12	2.09		1,890					Rainler Mesa
MULLETT	10/17/63	15:00:00.15	<20	60	37.131	-116.068	1,275	A	570		1.82							Yucca
SHOAL	10/26/63	17:00:00.10	12	367	39.200	-118.381	1,574	G										Nuclear test detection expt, near Fallon, NV
ANCHOVY	11/14/63	16:00:00.12	<20	260	37.039	-116.019	1,194	A	488					158	21	160,600	0:10:22	Yucca
MUSTANG	11/15/83	15:00:00.15	<20	166	37.132	-116.048	1,257	A	555					53	4	2,800	0:09:00	Yucca
GREYS	11/22/63	17:30:00.15	20-200	301	37.119	-116.046	1,248	A	549					122	13	48,900	0:52:00	Yucca
BARRACUDA	12/04/63	16:38:30.13	<20	263	37.040	-116.030	1,194	A	500									Yucca
SARDINE	12/04/63	16:38:30.13	<20	262	37.044	-116.013	1,202	A	488					149	24	145,300	0:11:34	Yucca
EAGLE	12/12/63	16:02:00.15	5.3	165	37.131	-116.045	1,254	A	552	122					18	71,100	0:03:30	Yucca
TUNA	12/20/63	15:24:00.13	<20	414	37.053	-116.034	1,203	A										Yucca
FORE	01/16/64	16:00:00.15	20-200	491	37.142	-116.050	1,263	T	555		13	1.64		317	38	1,215,600	2:08:00	Yucca
OCONTO	01/23/64	16:00:00.15	10.5	265	37.126	-116.037	1,260	T	558	10	1.64			293	12	84,100	0:39:42	Yucca
CLUB	01/30/64	16:00:00.15	<20	180	37.136	-116.072	1,283	A		1.79			39	8			2y110d	Yucca
SOLENDON	02/12/64	15:38:00.12	<20	150	37.057	-116.030	1,206	A	503					37	2	500	0:01:42	Yucca
BUNKER	02/13/64	15:30:00.15	<20	226	37.132	-116.033	1,270	T	564	6.4	1.65		1,463	128	13	54,900	0:23:36	Yucca
BONEFISH	02/18/64	15:37:19.12	<20	301	37.059	-116.034	1,207	A	503					174	23	170,500	0:14:24	Yucca
MACKEREL	02/18/64	15:37:37.12	<20	334	37.096	-116.052	1,236	T	532					82	2	11,500	<6y	Yucca
KLICKITAT	02/20/64	15:30:00.15	70	493	37.151	-116.041	1,273	T	567	15	1.77	15	2,531	280	38	787,500	1:18:08	Yucca, PLOWSHARE device development
HANDICAP	03/12/64	15:00:00.01	<20	144	37.130	-116.037	1,261	A	558					46	2	1,400	0:03:06	Yucca
PIKE	03/13/64	16:02:00.12	<20	114	37.050	-116.012	1,211	A	500					73	14	22,200	0:01:06	Yucca
HOOK	04/14/64	14:40:00.15	<20	204	37.129	-116.031	1,276	T	570		10	1.6		90	7	14,500	0:15:42	Yucca
STURGEON	04/15/64	14:30:00.12	<20	150	37.044	-116.019	1,198	A	488					72	6	10,700	0:01:06	Yucca
BOGEY	04/17/64	15:29:52.28	<20	119	37.119	-116.035	1,265	A	562									Yucca
TURF	04/24/64	20:10:00.15	20-200	507	37.150	-116.056	1,272	A	567	16	1.77	12	1,909	386	28	1,100,900	11:20:00	Yucca
PIPEFISH	04/29/64	20:47:00.12	<20	262	37.040	-116.028	1,194	A	483					146	22	137,600	0:10:12	Yucca
DRIVER	05/07/64	13:00:00.15	<20	150	37.120	-116.041	1,253	A	552		1.75							Yucca
BACKSWING	05/14/64	14:40:00.15	<20	168	37.117	-116.040	1,257	A	555		1.7			122	17	65,000	0:04:00	Yucca
MINNOW	05/15/64	16:15:00.12	<20	241	37.042	-116.013	1,199	A	488					127	9	48,200	0:10:30	Yucca
ACE	06/11/64	16:45:00.15	3	263	37.149	-116.077	1,300	A	591		2.03		1,999					Yucca ; PLOWSHARE device development
BITTERLING	06/12/64	14:01:00.10	<20	193	37.039	-116.013	1,196	A	485					79	7	13,000	0:02:30	Yucca
DUFFER	06/18/64	13:30:00.20	<20	450	37.166	-116.039	1,288	T	578		1.65		2,060					Yucca
FADE	06/25/64	13:30:00.14	<20	205	37.111	-116.030	1,280	T	579	15	1.74			127	14	60,600	0:38:35	Yucca
DUB	06/30/64	13:33:00.14	11.7	259	37.174	-116.057	1,282	A	568				2,286	106	27	60,200	0:51:00	Yucca, PLOWSHARE device development
BYE	07/16/64	13:15:00.15	20-200	394	37.182	-116.046	1,295	T	582	11	1.57	24	2,835	163	20	136,900	1:03:00	Yucca
CORMORANT	07/17/64	17:18:30.03	<20	272	37.018	-116.030	1,184	A	488									Yucca
LINKS	07/23/64	13:30:00.15	<20	120	37.114	-116.033	1,273	A	571		1.85							Yucca
TROGON	07/24/64	18:30:00.04	<20	193	37.046	-116.013	1,204	A	497									Yucca
ALVA	08/19/64	16:00:00.14	4.4	168	37.159	-116.084	1,320	A	614	8	2.1	12	1,887	76	8	12,400	0:07:05	Yucca
CANVASBACK	08/22/64	22:17:00.06	<20	448	37.065	-116.016	1,226	T	522									Yucca
PLAYER	08/27/64	14:30:00.15	<20	91	37.117	-116.042	1,254	A	552		1.68							Yucca
HADDOCK	08/28/64	17:06:00.04	<20	364	37.067	-116.023	1,222	T	520									Yucca
GUANAY	09/04/64	18:15:00.08	<20	261	37.018	-116.024	1,184	A	482					137	23	122,300	0:19:54	Yucca
SPOON	09/11/64	14:00:00.10	<20	180	37.114	-116.026	1,289	T		3.4	1.72			14	1		8 y 312 d	Yucca
COURSER	09/25/64	17:02:00.03	0	359	37.072	-116.016	1,237	T	541									Yucca
AUK	10/02/64	20:03:00.04	<20	452	37.078	-116.009	1,254	T	552									Yucca
PAR	10/09/64	14:00:00.12	38	404	37.151	-116.078	1,304	A	594	14	2	9.4	2,322	145	22	29,700	3:54:00	Yucca, PLOWSHARE device development
TURNSTONE	10/16/64	15:59:30.03	<20	126	37.033	-116.026	1,191	A	488									Yucca
BARBEL	10/16/64	15:59:30.04	<20	259	37.039	-116.017	1,194	A	485					144	15	94,800	0:10:16	Yucca
SALMON	10/22/64	16:00:00.00	5.3	828	31.142	-89.570	46	Sa										Nuclear test detection expt near Hattlesburg, MS; see notes # & **
GARDEN	10/23/64	15:00:00.94	<20	150	37.117	-116.032	1,274	T	571	6.6								Yucca
FOREST	10/31/64	17:04:58.61	<20	381	37.107	-116.033	1,270	T	570	16								Yucca
HANDCAR	11/05/64	15:00:00.11	12	403	37.174	-116.068	1,307	D	594	0.2	2.76	3	5,146					Yucca, PLOWSHARE device development
CREPE	12/05/64	21:15:00.10	20-200	404	37.134	116.071	1,280	T	549	9				226	18	244,700	2:05:00	Yucca
DRILL SOURCE (lower)	12/05/64	21:15:00.16	3.4	219	37.134	-116.071	1,280	A	575	19					11	3,400	0:05:00	Yucca
DRILL TARGET (upper)	12/05/64	21:15:00.16	<20	188	37.114	-116.054	1,252	A	575		1.77			19	11	3,400	0:05:00	Yucca
PARROT	12/16/64	20:00:00.04	1.3	180	37.040	-116.025	1,194	A	488					79	6	10,700	0:03:30	Yucca
CASSOWARY		12/16/64	20:00:00.07	<20	150	37.048	-116.034	1,200	A	488								Yucca
HOOPOE	12/16/64	20:00:00.07	<20	70	37.035	-116.013	1,192	A	490									Yucca
MUDPACK	12/16/64	20:10:00.10	2.7	152	37.178	-116.068	1,310	T	594		2.22		1,735	77	6	14,500	0:21:06	Yucca
SULKY	12/18/64	19:35:00.09	0.092	27	37.083	-116.343	1,597	B	335				4,633	48	6	8,899		Buckboard Mesa, PLOWSHARE excavation
WOOL	01/14/65	16:00:00.14	<20	215	37.119	-116.026	1,287	T	585					137	18	94,000	0:24:00	Yucca
TEM	01/29/65	18:22:00.03	<20	211	37.045	-116.014	1,202	A	500					95	5	14,500	0:04:12	Yucca
CASHMERE	02/04/65	15:30:00.11	<20	232	37.131	-116.062	1,270	A	565		1.86		1,731	110	14	41,400	0:17:06	Yucca
ALPACA	02/12/65	15:10:29.49	0.33	225	37.164	-116.077	1,315	A	607		2.07		1,999					Yucca
MERLIN	02/16/65	17:30:00.04	10.1	299	37.052	-116.025	1,203	A	500					155	17	130,000	0:19:19	Yucca
WISHBONE	02/18/65	16:18:47.15	<20	186	36.818	-115.950	913	A	213					91	30	126,900	0:06:35	Frenchman
SEERSUCKER	02/19/65	15:28:54.11	<20	144	37.117	-116.032	1,274	T	570									Yucca
WAGTAIL	03/03/65	19:13:00.03	20-200	750	37.064	-116.038	1,210	T	509	19	1.92		2,485					Yucca
SUEDE	03/20/65	15:23:49.00	<20	146	37.115	-116.027	1,286	T	582		1.68							Yucca
CUP	03/26/65	15:34:08.16	20-200	541	37.148	-116.044	1,267	T	553	13					280	56	290,500	0:55:12 Yucca
KESTREL	04/05/65	21:00:00.04	<20	447	37.026	-116.024	1,187	A	482					137	3	14,500	1:03:16	Yucca
PALANQUIN	04/14/65	13:14:00.10	4.3	61	37.280	-116.524	1,861	R	669		2.61		4,633	103	24	35,900		PLOWSHARE expt, Pahute Mesa
GUM DROP	04/21/65	22:00:00.03	<20	305	37.007	-116.203	1,931	T					2,606				0:00:07	Tunnel, Shoshone Mtn.
CHENILLE	04/22/65	13:39:00.10	<20	141	37.111	-116.031	1,276	A	576		1.77			95	15	42,000	0:00:06	Yucca
MUSCOVY	04/23/65	21:44:00.04	<20	180	37.017	-115.996	1,189	T	485					84	2	4,100	0:00:06	Yucca
TEE	05/07/65	15:47:11.15	7	190	37.140	-116.068	1,283	A	576					117	9	47,800	0:00:04	Yucca
BUTEO	05/12/65	18:15:00.10	<20	696	37.243	-116.432	1,960	T	661	16	1.94	0	2,850					Pahute Mesa
CAMBRIC	05/14/65	14:57:52.15	0.75	298	36.823	-115.968	929	A	213									Frenchman
SCAUP	05/14/65	17:32:	36.23	<20	427	37.059	-116.011	1,222	T	515				174	4	72,600	1:14:18	Yucca
TWEED	05/21/65	13:08:52.11	<20	281	37.119	-116.029	1,281	T	579	11				192	45	666,700	0:42:06	Yucca
PETREL	06/11/65	19:45:00.04	1.3	181	37.043	-116.018	1,197	A	488					88	5	7,300	0:03:42	Yucca
ORGANDY	06/11/65	20:28:37.11	<20	173	37.116	-116.024	1,294	T		1.76				61	2	2,457	0:12:30	Yucca
DILUTED WATERS	06/16/65	16:30:00.15	<20	195	36.818	-115.957	916	A	213					137	38	138,200	0:04:12	Frenchman
TINY TOT	06/17/65	17:00:00.09	<20	111	37.223	-116.058		Q	457				6,175					Climax Stock, N of Yucca
IZZER	07/16/65	13:04:24.10	<20	164	37.115	-116.033	1,273	A	570					38	1	700	0:04:48	Yucca
PONGEE	07/22/65	13:21:08.11	<20	135	37.132	-116.068	1,274	A	568		1.66		1,712					Yucca
BRONZE	07/23/65	17:00:00.04	20-200	531	37.098	-116.034	1,257	T	555					320	23	604,000	7:43:00	Yucca
MAUVE	08/06/65	17:23:30.04	<20	321	37.018	-116.041	1,185	A	482					160	23	168,200	0:35:04	Yucca
TICKING	08/21/65	13:43:08.15	<20	210	37.113	-116.027	1,288	T	587	16	1.74							Yucca
CENTAUR	08/27/65	13:51:13.11	<20	172	37.137	-116.071	1,283	A	578		1.81			27	6		about 2y	Yucca
MOA	09/01/65	20:08:00.04	<20	194	37.037	-116.015	1,194	A	488					107	10	29,000	0:07:24	Yucca
SCREAMER	09/01/65	20:08:00.04	<20	302	37.023	-116.010	1,184	A	483					154	22	160,600	0:28:42	Yucca
CHARCOAL	09/10/65	17:12:00.03	20-200	455	37.078	-116.018	1,245	T	533					298	12	267,600	0:33:46	Yucca
ELKHART	09/17/65	15:08:23.10	<20	219	37.111	-116.035	1,267	T	565	7				126	11	40,000	0:18:48	Yucca
LONG SHOT	10/29/65	21:00:00.08	∼80	701	51.424	179.179 42	B/An	3										Nuclear test detection expt, Amchitka, Aleutian Is, Alaska
SEPIA	11/12/65	18:00:00.05	<20	241	37.050	-116.023	1,202	A	498					139	12	65,700	0:09:01	Yucca
KERMET	11/23/65	18:17:32.10	<20	198	37.162	-116.072	1,304	A	597		2.07		1,887	29	9	12,800	1:00:12	Yucca
CORDUROY	12/03/65	15:13:02.10	20-200	682	37.165	-116.053	1,275	T	567	20	1.92	0	2,164	244	30	1,782,100	0:06:06	Yucca
